3438758582340,3438758736143
3438787884951,3438787979953
3438817001360,3438817112361
3438845932166,3438846142069
3438874836671,3438875087175
3438932943786,3438933283291
3438962169396,3438962789305
3438991155603,3438992139617
3438992270819,3438993455535
3439022024636,3439022940249
3439578497842,3439582373596
3439636751159,3439638158279
3440586618284,3440590321436
3440645617811,3440646937430
3441595344834,3441599028286
3441654580865,3441655808182
3442603914082,3442607626934
3442663364916,3442664543233
3443612703033,3443615943579
3443671829063,3443672996879
3444619310554,3444622906804
3444678604986,3444679772502
3445627622898,3445631149648
3445686942730,3445688086946
3446634040799,3446637324438
3446693540714,3446694670228
3447641263209,3447644866252
3447700429020,3447701595234
10420497378879,10420497533682
10420532381168,10420532561471
10420566879850,10420567012452
10420601974441,10420602367746
10420670941404,10420671267208
10420705452586,10420705911692
10420739630263,10420740468075
10420774263947,10420775818669
10420809123534,10420810479953
10421317047929,10421320900183
10421353783742,10421354982659
10422324307099,10422327765747
10422394420079,10422395574895
10423331509768,10423335023718
10423401933852,10423403156169
10424338817839,10424342260487
10424409271023,10424410539941
10425347262068,10425350578615
10425417674658,10425418930576
10426355097744,10426358364790
10426426346147,10426427551664
10427363099623,10427366422370
10427433449913,10427434643430
10428370527294,10428373813140
10428442019100,10428443483920
10429378621574,10429382129524
10429448971364,10429450190981
